sku_id,forecast_week,forecast_units,model_name
SKU_007,2026-01-05,165.0,SeasonalNaive52
SKU_007,2026-01-12,173.0,SeasonalNaive52
SKU_007,2026-01-19,163.0,SeasonalNaive52
SKU_007,2026-01-26,145.0,SeasonalNaive52
SKU_007,2026-02-02,166.0,SeasonalNaive52
SKU_007,2026-02-09,145.0,SeasonalNaive52
SKU_008,2026-01-05,46.0,SeasonalNaive52
SKU_008,2026-01-12,43.0,SeasonalNaive52
SKU_008,2026-01-19,36.0,SeasonalNaive52
SKU_008,2026-01-26,32.0,SeasonalNaive52
SKU_008,2026-02-02,41.0,SeasonalNaive52
SKU_008,2026-02-09,32.0,SeasonalNaive52
SKU_009,2026-01-05,99.0,SeasonalNaive52
SKU_009,2026-01-12,89.0,SeasonalNaive52
SKU_009,2026-01-19,129.0,SeasonalNaive52
SKU_009,2026-01-26,116.0,SeasonalNaive52
SKU_009,2026-02-02,83.0,SeasonalNaive52
SKU_009,2026-02-09,103.0,SeasonalNaive52
SKU_010,2026-01-05,31.0,SeasonalNaive52
SKU_010,2026-01-12,21.0,SeasonalNaive52
SKU_010,2026-01-19,26.0,SeasonalNaive52
SKU_010,2026-01-26,38.0,SeasonalNaive52
SKU_010,2026-02-02,17.0,SeasonalNaive52
SKU_010,2026-02-09,22.0,SeasonalNaive52
SKU_011,2026-01-05,54.0,SeasonalNaive52
SKU_011,2026-01-12,45.0,SeasonalNaive52
SKU_011,2026-01-19,51.0,SeasonalNaive52
SKU_011,2026-01-26,34.0,SeasonalNaive52
SKU_011,2026-02-02,37.0,SeasonalNaive52
SKU_011,2026-02-09,38.0,SeasonalNaive52
SKU_012,2026-01-05,230.0,SeasonalNaive52
SKU_012,2026-01-12,221.0,SeasonalNaive52
SKU_012,2026-01-19,230.0,SeasonalNaive52
SKU_012,2026-01-26,251.0,SeasonalNaive52
SKU_012,2026-02-02,249.0,SeasonalNaive52
SKU_012,2026-02-09,240.0,SeasonalNaive52
SKU_013,2026-01-05,16.0,SeasonalNaive52
SKU_013,2026-01-12,17.0,SeasonalNaive52
SKU_013,2026-01-19,15.0,SeasonalNaive52
SKU_013,2026-01-26,18.0,SeasonalNaive52
SKU_013,2026-02-02,14.0,SeasonalNaive52
SKU_013,2026-02-09,23.0,SeasonalNaive52
SKU_014,2026-01-05,103.0,SeasonalNaive52
SKU_014,2026-01-12,97.0,SeasonalNaive52
SKU_014,2026-01-19,103.0,SeasonalNaive52
SKU_014,2026-01-26,116.0,SeasonalNaive52
SKU_014,2026-02-02,90.0,SeasonalNaive52
SKU_014,2026-02-09,101.0,SeasonalNaive52
SKU_015,2026-01-05,28.0,SeasonalNaive52
SKU_015,2026-01-12,33.0,SeasonalNaive52
SKU_015,2026-01-19,24.0,SeasonalNaive52
SKU_015,2026-01-26,20.0,SeasonalNaive52
SKU_015,2026-02-02,27.0,SeasonalNaive52
SKU_015,2026-02-09,28.0,SeasonalNaive52
SKU_016,2026-01-05,37.0,SeasonalNaive52
SKU_016,2026-01-12,26.0,SeasonalNaive52
SKU_016,2026-01-19,33.0,SeasonalNaive52
SKU_016,2026-01-26,32.0,SeasonalNaive52
SKU_016,2026-02-02,26.0,SeasonalNaive52
SKU_016,2026-02-09,40.0,SeasonalNaive52
SKU_017,2026-01-05,52.0,SeasonalNaive52
SKU_017,2026-01-12,58.0,SeasonalNaive52
SKU_017,2026-01-19,76.0,SeasonalNaive52
SKU_017,2026-01-26,71.0,SeasonalNaive52
SKU_017,2026-02-02,69.0,SeasonalNaive52
SKU_017,2026-02-09,68.0,SeasonalNaive52
SKU_018,2026-01-05,426.0,SeasonalNaive52
SKU_018,2026-01-12,394.0,SeasonalNaive52
SKU_018,2026-01-19,438.0,SeasonalNaive52
SKU_018,2026-01-26,427.0,SeasonalNaive52
SKU_018,2026-02-02,436.0,SeasonalNaive52
SKU_018,2026-02-09,360.0,SeasonalNaive52
SKU_019,2026-01-05,146.0,SeasonalNaive52
SKU_019,2026-01-12,148.0,SeasonalNaive52
SKU_019,2026-01-19,161.0,SeasonalNaive52
SKU_019,2026-01-26,119.0,SeasonalNaive52
SKU_019,2026-02-02,120.0,SeasonalNaive52
SKU_019,2026-02-09,140.0,SeasonalNaive52
SKU_020,2026-01-05,83.0,SeasonalNaive52
SKU_020,2026-01-12,64.0,SeasonalNaive52
SKU_020,2026-01-19,68.0,SeasonalNaive52
SKU_020,2026-01-26,91.0,SeasonalNaive52
SKU_020,2026-02-02,85.0,SeasonalNaive52
SKU_020,2026-02-09,58.0,SeasonalNaive52
SKU_021,2026-01-05,110.0,SeasonalNaive52
SKU_021,2026-01-12,102.0,SeasonalNaive52
SKU_021,2026-01-19,113.0,SeasonalNaive52
SKU_021,2026-01-26,100.0,SeasonalNaive52
SKU_021,2026-02-02,93.0,SeasonalNaive52
SKU_021,2026-02-09,101.0,SeasonalNaive52
SKU_022,2026-01-05,454.0,SeasonalNaive52
SKU_022,2026-01-12,448.0,SeasonalNaive52
SKU_022,2026-01-19,428.0,SeasonalNaive52
SKU_022,2026-01-26,435.0,SeasonalNaive52
SKU_022,2026-02-02,429.0,SeasonalNaive52
SKU_022,2026-02-09,401.0,SeasonalNaive52
SKU_023,2026-01-05,329.0,SeasonalNaive52
SKU_023,2026-01-12,391.0,SeasonalNaive52
SKU_023,2026-01-19,357.0,SeasonalNaive52
SKU_023,2026-01-26,338.0,SeasonalNaive52
SKU_023,2026-02-02,335.0,SeasonalNaive52
SKU_023,2026-02-09,350.0,SeasonalNaive52
SKU_024,2026-01-05,104.0,SeasonalNaive52
SKU_024,2026-01-12,73.0,SeasonalNaive52
SKU_024,2026-01-19,74.0,SeasonalNaive52
SKU_024,2026-01-26,81.0,SeasonalNaive52
SKU_024,2026-02-02,100.0,SeasonalNaive52
SKU_024,2026-02-09,97.0,SeasonalNaive52
SKU_025,2026-01-05,63.0,SeasonalNaive52
SKU_025,2026-01-12,95.0,SeasonalNaive52
SKU_025,2026-01-19,73.0,SeasonalNaive52
SKU_025,2026-01-26,68.0,SeasonalNaive52
SKU_025,2026-02-02,59.0,SeasonalNaive52
SKU_025,2026-02-09,73.0,SeasonalNaive52
SKU_026,2026-01-05,335.0,SeasonalNaive52
SKU_026,2026-01-12,477.0,SeasonalNaive52
SKU_026,2026-01-19,407.0,SeasonalNaive52
SKU_026,2026-01-26,374.0,SeasonalNaive52
SKU_026,2026-02-02,445.0,SeasonalNaive52
SKU_026,2026-02-09,439.0,SeasonalNaive52
SKU_027,2026-01-05,321.0,SeasonalNaive52
SKU_027,2026-01-12,268.0,SeasonalNaive52
SKU_027,2026-01-19,242.0,SeasonalNaive52
SKU_027,2026-01-26,263.0,SeasonalNaive52
SKU_027,2026-02-02,245.0,SeasonalNaive52
SKU_027,2026-02-09,263.0,SeasonalNaive52
SKU_028,2026-01-05,149.0,SeasonalNaive52
SKU_028,2026-01-12,142.0,SeasonalNaive52
SKU_028,2026-01-19,130.0,SeasonalNaive52
SKU_028,2026-01-26,145.0,SeasonalNaive52
SKU_028,2026-02-02,111.0,SeasonalNaive52
SKU_028,2026-02-09,147.0,SeasonalNaive52
SKU_029,2026-01-05,167.0,SeasonalNaive52
SKU_029,2026-01-12,92.0,SeasonalNaive52
SKU_029,2026-01-19,128.0,SeasonalNaive52
SKU_029,2026-01-26,114.0,SeasonalNaive52
SKU_029,2026-02-02,115.0,SeasonalNaive52
SKU_029,2026-02-09,117.0,SeasonalNaive52
SKU_030,2026-01-05,37.0,SeasonalNaive52
SKU_030,2026-01-12,56.0,SeasonalNaive52
SKU_030,2026-01-19,44.0,SeasonalNaive52
SKU_030,2026-01-26,35.0,SeasonalNaive52
SKU_030,2026-02-02,40.0,SeasonalNaive52
SKU_030,2026-02-09,49.0,SeasonalNaive52
SKU_031,2026-01-05,206.0,SeasonalNaive52
SKU_031,2026-01-12,188.0,SeasonalNaive52
SKU_031,2026-01-19,207.0,SeasonalNaive52
SKU_031,2026-01-26,186.0,SeasonalNaive52
SKU_031,2026-02-02,153.0,SeasonalNaive52
SKU_031,2026-02-09,160.0,SeasonalNaive52
SKU_032,2026-01-05,22.0,SeasonalNaive52
SKU_032,2026-01-12,16.0,SeasonalNaive52
SKU_032,2026-01-19,21.0,SeasonalNaive52
SKU_032,2026-01-26,20.0,SeasonalNaive52
SKU_032,2026-02-02,22.0,SeasonalNaive52
SKU_032,2026-02-09,15.0,SeasonalNaive52
SKU_033,2026-01-05,143.0,SeasonalNaive52
SKU_033,2026-01-12,129.0,SeasonalNaive52
SKU_033,2026-01-19,136.0,SeasonalNaive52
SKU_033,2026-01-26,137.0,SeasonalNaive52
SKU_033,2026-02-02,140.0,SeasonalNaive52
SKU_033,2026-02-09,104.0,SeasonalNaive52
SKU_034,2026-01-05,364.0,SeasonalNaive52
SKU_034,2026-01-12,369.0,SeasonalNaive52
SKU_034,2026-01-19,454.0,SeasonalNaive52
SKU_034,2026-01-26,388.0,SeasonalNaive52
SKU_034,2026-02-02,419.0,SeasonalNaive52
SKU_034,2026-02-09,335.0,SeasonalNaive52
SKU_035,2026-01-05,84.0,SeasonalNaive52
SKU_035,2026-01-12,76.0,SeasonalNaive52
SKU_035,2026-01-19,61.0,SeasonalNaive52
SKU_035,2026-01-26,67.0,SeasonalNaive52
SKU_035,2026-02-02,88.0,SeasonalNaive52
SKU_035,2026-02-09,67.0,SeasonalNaive52
SKU_036,2026-01-05,326.0,SeasonalNaive52
SKU_036,2026-01-12,239.0,SeasonalNaive52
SKU_036,2026-01-19,248.0,SeasonalNaive52
SKU_036,2026-01-26,304.0,SeasonalNaive52
SKU_036,2026-02-02,273.0,SeasonalNaive52
SKU_036,2026-02-09,260.0,SeasonalNaive52
SKU_037,2026-01-05,459.0,SeasonalNaive52
SKU_037,2026-01-12,365.0,SeasonalNaive52
SKU_037,2026-01-19,386.0,SeasonalNaive52
SKU_037,2026-01-26,438.0,SeasonalNaive52
SKU_037,2026-02-02,451.0,SeasonalNaive52
SKU_037,2026-02-09,376.0,SeasonalNaive52
SKU_038,2026-01-05,224.0,SeasonalNaive52
SKU_038,2026-01-12,191.0,SeasonalNaive52
SKU_038,2026-01-19,227.0,SeasonalNaive52
SKU_038,2026-01-26,227.0,SeasonalNaive52
SKU_038,2026-02-02,199.0,SeasonalNaive52
SKU_038,2026-02-09,211.0,SeasonalNaive52
SKU_039,2026-01-05,60.0,SeasonalNaive52
SKU_039,2026-01-12,62.0,SeasonalNaive52
SKU_039,2026-01-19,52.0,SeasonalNaive52
SKU_039,2026-01-26,46.0,SeasonalNaive52
SKU_039,2026-02-02,55.0,SeasonalNaive52
SKU_039,2026-02-09,68.0,SeasonalNaive52
SKU_040,2026-01-05,64.0,SeasonalNaive52
SKU_040,2026-01-12,50.0,SeasonalNaive52
SKU_040,2026-01-19,52.0,SeasonalNaive52
SKU_040,2026-01-26,70.0,SeasonalNaive52
SKU_040,2026-02-02,55.0,SeasonalNaive52
SKU_040,2026-02-09,60.0,SeasonalNaive52
SKU_041,2026-01-05,46.0,SeasonalNaive52
SKU_041,2026-01-12,61.0,SeasonalNaive52
SKU_041,2026-01-19,38.0,SeasonalNaive52
SKU_041,2026-01-26,37.0,SeasonalNaive52
SKU_041,2026-02-02,37.0,SeasonalNaive52
SKU_041,2026-02-09,51.0,SeasonalNaive52
SKU_042,2026-01-05,510.0,SeasonalNaive52
SKU_042,2026-01-12,387.0,SeasonalNaive52
SKU_042,2026-01-19,464.0,SeasonalNaive52
SKU_042,2026-01-26,473.0,SeasonalNaive52
SKU_042,2026-02-02,430.0,SeasonalNaive52
SKU_042,2026-02-09,466.0,SeasonalNaive52
SKU_043,2026-01-05,25.0,SeasonalNaive52
SKU_043,2026-01-12,32.0,SeasonalNaive52
SKU_043,2026-01-19,25.0,SeasonalNaive52
SKU_043,2026-01-26,28.0,SeasonalNaive52
SKU_043,2026-02-02,26.0,SeasonalNaive52
SKU_043,2026-02-09,21.0,SeasonalNaive52
SKU_044,2026-01-05,177.0,SeasonalNaive52
SKU_044,2026-01-12,214.0,SeasonalNaive52
SKU_044,2026-01-19,275.0,SeasonalNaive52
SKU_044,2026-01-26,210.0,SeasonalNaive52
SKU_044,2026-02-02,242.0,SeasonalNaive52
SKU_044,2026-02-09,223.0,SeasonalNaive52
SKU_045,2026-01-05,175.0,SeasonalNaive52
SKU_045,2026-01-12,208.0,SeasonalNaive52
SKU_045,2026-01-19,185.0,SeasonalNaive52
SKU_045,2026-01-26,183.0,SeasonalNaive52
SKU_045,2026-02-02,132.0,SeasonalNaive52
SKU_045,2026-02-09,197.0,SeasonalNaive52
SKU_046,2026-01-05,384.0,SeasonalNaive52
SKU_046,2026-01-12,258.0,SeasonalNaive52
SKU_046,2026-01-19,396.0,SeasonalNaive52
SKU_046,2026-01-26,348.0,SeasonalNaive52
SKU_046,2026-02-02,345.0,SeasonalNaive52
SKU_046,2026-02-09,347.0,SeasonalNaive52
SKU_047,2026-01-05,353.0,SeasonalNaive52
SKU_047,2026-01-12,377.0,SeasonalNaive52
SKU_047,2026-01-19,331.0,SeasonalNaive52
SKU_047,2026-01-26,274.0,SeasonalNaive52
SKU_047,2026-02-02,289.0,SeasonalNaive52
SKU_047,2026-02-09,329.0,SeasonalNaive52
SKU_048,2026-01-05,283.0,SeasonalNaive52
SKU_048,2026-01-12,285.0,SeasonalNaive52
SKU_048,2026-01-19,271.0,SeasonalNaive52
SKU_048,2026-01-26,235.0,SeasonalNaive52
SKU_048,2026-02-02,280.0,SeasonalNaive52
SKU_048,2026-02-09,251.0,SeasonalNaive52
SKU_049,2026-01-05,253.0,SeasonalNaive52
SKU_049,2026-01-12,212.0,SeasonalNaive52
SKU_049,2026-01-19,209.0,SeasonalNaive52
SKU_049,2026-01-26,263.0,SeasonalNaive52
SKU_049,2026-02-02,189.0,SeasonalNaive52
SKU_049,2026-02-09,167.0,SeasonalNaive52
SKU_050,2026-01-05,28.0,SeasonalNaive52
SKU_050,2026-01-12,26.0,SeasonalNaive52
SKU_050,2026-01-19,27.0,SeasonalNaive52
SKU_050,2026-01-26,29.0,SeasonalNaive52
SKU_050,2026-02-02,27.0,SeasonalNaive52
SKU_050,2026-02-09,31.0,SeasonalNaive52
SKU_051,2026-01-05,132.0,SeasonalNaive52
SKU_051,2026-01-12,111.0,SeasonalNaive52
SKU_051,2026-01-19,130.0,SeasonalNaive52
SKU_051,2026-01-26,96.0,SeasonalNaive52
SKU_051,2026-02-02,109.0,SeasonalNaive52
SKU_051,2026-02-09,99.0,SeasonalNaive52
SKU_052,2026-01-05,38.0,SeasonalNaive52
SKU_052,2026-01-12,32.0,SeasonalNaive52
SKU_052,2026-01-19,33.0,SeasonalNaive52
SKU_052,2026-01-26,49.0,SeasonalNaive52
SKU_052,2026-02-02,36.0,SeasonalNaive52
SKU_052,2026-02-09,29.0,SeasonalNaive52
SKU_053,2026-01-05,183.0,SeasonalNaive52
SKU_053,2026-01-12,171.0,SeasonalNaive52
SKU_053,2026-01-19,168.0,SeasonalNaive52
SKU_053,2026-01-26,164.0,SeasonalNaive52
SKU_053,2026-02-02,140.0,SeasonalNaive52
SKU_053,2026-02-09,150.0,SeasonalNaive52
SKU_054,2026-01-05,115.0,SeasonalNaive52
SKU_054,2026-01-12,110.0,SeasonalNaive52
SKU_054,2026-01-19,146.0,SeasonalNaive52
SKU_054,2026-01-26,133.0,SeasonalNaive52
SKU_054,2026-02-02,123.0,SeasonalNaive52
SKU_054,2026-02-09,134.0,SeasonalNaive52
SKU_055,2026-01-05,167.0,SeasonalNaive52
SKU_055,2026-01-12,204.0,SeasonalNaive52
SKU_055,2026-01-19,182.0,SeasonalNaive52
SKU_055,2026-01-26,174.0,SeasonalNaive52
SKU_055,2026-02-02,163.0,SeasonalNaive52
SKU_055,2026-02-09,154.0,SeasonalNaive52
SKU_056,2026-01-05,154.0,SeasonalNaive52
SKU_056,2026-01-12,162.0,SeasonalNaive52
SKU_056,2026-01-19,168.0,SeasonalNaive52
SKU_056,2026-01-26,165.0,SeasonalNaive52
SKU_056,2026-02-02,169.0,SeasonalNaive52
SKU_056,2026-02-09,168.0,SeasonalNaive52
SKU_057,2026-01-05,221.0,SeasonalNaive52
SKU_057,2026-01-12,167.0,SeasonalNaive52
SKU_057,2026-01-19,217.0,SeasonalNaive52
SKU_057,2026-01-26,227.0,SeasonalNaive52
SKU_057,2026-02-02,200.0,SeasonalNaive52
SKU_057,2026-02-09,261.0,SeasonalNaive52
SKU_058,2026-01-05,44.0,SeasonalNaive52
SKU_058,2026-01-12,61.0,SeasonalNaive52
SKU_058,2026-01-19,60.0,SeasonalNaive52
SKU_058,2026-01-26,61.0,SeasonalNaive52
SKU_058,2026-02-02,50.0,SeasonalNaive52
SKU_058,2026-02-09,80.0,SeasonalNaive52
SKU_059,2026-01-05,33.0,SeasonalNaive52
SKU_059,2026-01-12,43.0,SeasonalNaive52
SKU_059,2026-01-19,48.0,SeasonalNaive52
SKU_059,2026-01-26,34.0,SeasonalNaive52
SKU_059,2026-02-02,45.0,SeasonalNaive52
SKU_059,2026-02-09,40.0,SeasonalNaive52
SKU_060,2026-01-05,106.0,SeasonalNaive52
SKU_060,2026-01-12,96.0,SeasonalNaive52
SKU_060,2026-01-19,107.0,SeasonalNaive52
SKU_060,2026-01-26,101.0,SeasonalNaive52
SKU_060,2026-02-02,97.0,SeasonalNaive52
SKU_060,2026-02-09,84.0,SeasonalNaive52
SKU_061,2026-01-05,62.0,SeasonalNaive52
SKU_061,2026-01-12,67.0,SeasonalNaive52
SKU_061,2026-01-19,64.0,SeasonalNaive52
SKU_061,2026-01-26,57.0,SeasonalNaive52
SKU_061,2026-02-02,65.0,SeasonalNaive52
SKU_061,2026-02-09,48.0,SeasonalNaive52
SKU_062,2026-01-05,427.0,SeasonalNaive52
SKU_062,2026-01-12,402.0,SeasonalNaive52
SKU_062,2026-01-19,601.0,SeasonalNaive52
SKU_062,2026-01-26,485.0,SeasonalNaive52
SKU_062,2026-02-02,496.0,SeasonalNaive52
SKU_062,2026-02-09,381.0,SeasonalNaive52
SKU_063,2026-01-05,45.0,SeasonalNaive52
SKU_063,2026-01-12,42.0,SeasonalNaive52
SKU_063,2026-01-19,42.0,SeasonalNaive52
SKU_063,2026-01-26,33.0,SeasonalNaive52
SKU_063,2026-02-02,35.0,SeasonalNaive52
SKU_063,2026-02-09,43.0,SeasonalNaive52
SKU_064,2026-01-05,77.0,SeasonalNaive52
SKU_064,2026-01-12,79.0,SeasonalNaive52
SKU_064,2026-01-19,72.0,SeasonalNaive52
SKU_064,2026-01-26,77.0,SeasonalNaive52
SKU_064,2026-02-02,82.0,SeasonalNaive52
SKU_064,2026-02-09,74.0,SeasonalNaive52
SKU_065,2026-01-05,34.0,SeasonalNaive52
SKU_065,2026-01-12,40.0,SeasonalNaive52
SKU_065,2026-01-19,26.0,SeasonalNaive52
SKU_065,2026-01-26,32.0,SeasonalNaive52
SKU_065,2026-02-02,26.0,SeasonalNaive52
SKU_065,2026-02-09,29.0,SeasonalNaive52
SKU_066,2026-01-05,52.0,SeasonalNaive52
SKU_066,2026-01-12,48.0,SeasonalNaive52
SKU_066,2026-01-19,59.0,SeasonalNaive52
SKU_066,2026-01-26,50.0,SeasonalNaive52
SKU_066,2026-02-02,58.0,SeasonalNaive52
SKU_066,2026-02-09,74.0,SeasonalNaive52
SKU_067,2026-01-05,48.0,SeasonalNaive52
SKU_067,2026-01-12,75.0,SeasonalNaive52
SKU_067,2026-01-19,73.0,SeasonalNaive52
SKU_067,2026-01-26,59.0,SeasonalNaive52
SKU_067,2026-02-02,67.0,SeasonalNaive52
SKU_067,2026-02-09,73.0,SeasonalNaive52
SKU_068,2026-01-05,133.0,SeasonalNaive52
SKU_068,2026-01-12,142.0,SeasonalNaive52
SKU_068,2026-01-19,173.0,SeasonalNaive52
SKU_068,2026-01-26,157.0,SeasonalNaive52
SKU_068,2026-02-02,138.0,SeasonalNaive52
SKU_068,2026-02-09,156.0,SeasonalNaive52
SKU_069,2026-01-05,214.0,SeasonalNaive52
SKU_069,2026-01-12,164.0,SeasonalNaive52
SKU_069,2026-01-19,187.0,SeasonalNaive52
SKU_069,2026-01-26,157.0,SeasonalNaive52
SKU_069,2026-02-02,177.0,SeasonalNaive52
SKU_069,2026-02-09,173.0,SeasonalNaive52
SKU_070,2026-01-05,218.0,SeasonalNaive52
SKU_070,2026-01-12,176.0,SeasonalNaive52
SKU_070,2026-01-19,199.0,SeasonalNaive52
SKU_070,2026-01-26,186.0,SeasonalNaive52
SKU_070,2026-02-02,174.0,SeasonalNaive52
SKU_070,2026-02-09,201.0,SeasonalNaive52
SKU_071,2026-01-05,16.0,SeasonalNaive52
SKU_071,2026-01-12,18.0,SeasonalNaive52
SKU_071,2026-01-19,23.0,SeasonalNaive52
SKU_071,2026-01-26,13.0,SeasonalNaive52
SKU_071,2026-02-02,20.0,SeasonalNaive52
SKU_071,2026-02-09,14.0,SeasonalNaive52
SKU_072,2026-01-05,20.0,SeasonalNaive52
SKU_072,2026-01-12,34.0,SeasonalNaive52
SKU_072,2026-01-19,39.0,SeasonalNaive52
SKU_072,2026-01-26,26.0,SeasonalNaive52
SKU_072,2026-02-02,24.0,SeasonalNaive52
SKU_072,2026-02-09,23.0,SeasonalNaive52
SKU_073,2026-01-05,123.0,SeasonalNaive52
SKU_073,2026-01-12,117.0,SeasonalNaive52
SKU_073,2026-01-19,140.0,SeasonalNaive52
SKU_073,2026-01-26,127.0,SeasonalNaive52
SKU_073,2026-02-02,150.0,SeasonalNaive52
SKU_073,2026-02-09,113.0,SeasonalNaive52
SKU_074,2026-01-05,203.0,SeasonalNaive52
SKU_074,2026-01-12,167.0,SeasonalNaive52
SKU_074,2026-01-19,181.0,SeasonalNaive52
SKU_074,2026-01-26,204.0,SeasonalNaive52
SKU_074,2026-02-02,189.0,SeasonalNaive52
SKU_074,2026-02-09,163.0,SeasonalNaive52
SKU_075,2026-01-05,138.0,SeasonalNaive52
SKU_075,2026-01-12,134.0,SeasonalNaive52
SKU_075,2026-01-19,123.0,SeasonalNaive52
SKU_075,2026-01-26,135.0,SeasonalNaive52
SKU_075,2026-02-02,149.0,SeasonalNaive52
SKU_075,2026-02-09,145.0,SeasonalNaive52
SKU_076,2026-01-05,110.0,SeasonalNaive52
SKU_076,2026-01-12,107.0,SeasonalNaive52
SKU_076,2026-01-19,106.0,SeasonalNaive52
SKU_076,2026-01-26,123.0,SeasonalNaive52
SKU_076,2026-02-02,113.0,SeasonalNaive52
SKU_076,2026-02-09,107.0,SeasonalNaive52
SKU_077,2026-01-05,208.0,SeasonalNaive52
SKU_077,2026-01-12,182.0,SeasonalNaive52
SKU_077,2026-01-19,180.0,SeasonalNaive52
SKU_077,2026-01-26,221.0,SeasonalNaive52
SKU_077,2026-02-02,208.0,SeasonalNaive52
SKU_077,2026-02-09,179.0,SeasonalNaive52
SKU_078,2026-01-05,38.0,SeasonalNaive52
SKU_078,2026-01-12,32.0,SeasonalNaive52
SKU_078,2026-01-19,44.0,SeasonalNaive52
SKU_078,2026-01-26,29.0,SeasonalNaive52
SKU_078,2026-02-02,38.0,SeasonalNaive52
SKU_078,2026-02-09,47.0,SeasonalNaive52
SKU_079,2026-01-05,33.0,SeasonalNaive52
SKU_079,2026-01-12,21.0,SeasonalNaive52
SKU_079,2026-01-19,31.0,SeasonalNaive52
SKU_079,2026-01-26,45.0,SeasonalNaive52
SKU_079,2026-02-02,31.0,SeasonalNaive52
SKU_079,2026-02-09,32.0,SeasonalNaive52
SKU_080,2026-01-05,192.0,SeasonalNaive52
SKU_080,2026-01-12,167.0,SeasonalNaive52
SKU_080,2026-01-19,198.0,SeasonalNaive52
SKU_080,2026-01-26,153.0,SeasonalNaive52
SKU_080,2026-02-02,134.0,SeasonalNaive52
SKU_080,2026-02-09,192.0,SeasonalNaive52
SKU_081,2026-01-05,29.0,SeasonalNaive52
SKU_081,2026-01-12,55.0,SeasonalNaive52
SKU_081,2026-01-19,46.0,SeasonalNaive52
SKU_081,2026-01-26,50.0,SeasonalNaive52
SKU_081,2026-02-02,43.0,SeasonalNaive52
SKU_081,2026-02-09,44.0,SeasonalNaive52
SKU_082,2026-01-05,31.0,SeasonalNaive52
SKU_082,2026-01-12,39.0,SeasonalNaive52
SKU_082,2026-01-19,38.0,SeasonalNaive52
SKU_082,2026-01-26,36.0,SeasonalNaive52
SKU_082,2026-02-02,23.0,SeasonalNaive52
SKU_082,2026-02-09,40.0,SeasonalNaive52
SKU_083,2026-01-05,294.0,SeasonalNaive52
SKU_083,2026-01-12,267.0,SeasonalNaive52
SKU_083,2026-01-19,277.0,SeasonalNaive52
SKU_083,2026-01-26,271.0,SeasonalNaive52
SKU_083,2026-02-02,281.0,SeasonalNaive52
SKU_083,2026-02-09,262.0,SeasonalNaive52
SKU_084,2026-01-05,179.0,SeasonalNaive52
SKU_084,2026-01-12,167.0,SeasonalNaive52
SKU_084,2026-01-19,156.0,SeasonalNaive52
SKU_084,2026-01-26,194.0,SeasonalNaive52
SKU_084,2026-02-02,164.0,SeasonalNaive52
SKU_084,2026-02-09,171.0,SeasonalNaive52
SKU_085,2026-01-05,185.0,SeasonalNaive52
SKU_085,2026-01-12,175.0,SeasonalNaive52
SKU_085,2026-01-19,185.0,SeasonalNaive52
SKU_085,2026-01-26,169.0,SeasonalNaive52
SKU_085,2026-02-02,154.0,SeasonalNaive52
SKU_085,2026-02-09,174.0,SeasonalNaive52
SKU_086,2026-01-05,171.0,SeasonalNaive52
SKU_086,2026-01-12,182.0,SeasonalNaive52
SKU_086,2026-01-19,193.0,SeasonalNaive52
SKU_086,2026-01-26,213.0,SeasonalNaive52
SKU_086,2026-02-02,209.0,SeasonalNaive52
SKU_086,2026-02-09,174.0,SeasonalNaive52
